t: 0.00000e+00   Fx1: 0.00000e+00   Fy1: 0.00000e+00   Fz1: 0.00000e+00  Fx2: 0.00000e+00   Fy2: 0.00000e+00   Fz2: 0.00000e+00  Fx3: 0.00000e+00   Fy3: 0.00000e+00   Fz3: 0.00000e+00 
t: 2.88999e-06   Fx1: -2.39412e-06   Fy1: 1.20159e-06   Fz1: 5.52923e-05  Fx2: -5.37662e-08   Fy2: -8.20762e-08   Fz2: 5.33282e-07  Fx3: -5.08015e-07   Fy3: -1.61458e-07   Fz3: 1.96975e-05 
t: 2.89999e-06   Fx1: 9.82841e-07   Fy1: -5.04228e-07   Fz1: -2.45960e-05  Fx2: 7.00910e-09   Fy2: -2.26009e-08   Fz2: 1.11957e-06  Fx3: -2.20349e-07   Fy3: -1.09471e-07   Fz3: 1.94898e-05 
t: 2.90999e-06   Fx1: -9.79475e-08   Fy1: -1.50676e-06   Fz1: 1.33912e-05  Fx2: -6.54556e-09   Fy2: -7.06384e-08   Fz2: 3.68823e-07  Fx3: -7.43152e-08   Fy3: -2.32137e-08   Fz3: 1.93056e-05 
t: 2.91999e-06   Fx1: -5.81096e-07   Fy1: 4.26237e-07   Fz1: 2.28195e-05  Fx2: 1.70812e-08   Fy2: -1.80211e-08   Fz2: -1.40086e-06  Fx3: -5.16498e-08   Fy3: 1.41100e-07   Fz3: 1.97125e-05 
t: 2.93000e-06   Fx1: -2.20449e-06   Fy1: 3.28324e-07   Fz1: 2.76342e-05  Fx2: 9.06431e-09   Fy2: 4.69230e-08   Fz2: -6.22657e-07  Fx3: -1.21839e-07   Fy3: 4.48031e-07   Fz3: 2.02751e-05 
t: 2.93999e-06   Fx1: -1.59214e-06   Fy1: 1.06662e-06   Fz1: 5.23562e-05  Fx2: 1.76434e-08   Fy2: 1.48563e-08   Fz2: -3.00699e-06  Fx3: -1.59998e-07   Fy3: 1.37803e-07   Fz3: 2.01239e-05 
t: 2.94999e-06   Fx1: -1.89408e-06   Fy1: -1.30374e-06   Fz1: 2.19575e-05  Fx2: -1.63377e-08   Fy2: -6.36607e-08   Fz2: -5.83178e-07  Fx3: -1.11831e-07   Fy3: -2.01974e-07   Fz3: 2.02046e-05 
t: 2.95999e-06   Fx1: 2.92821e-07   Fy1: -5.34702e-07   Fz1: 6.46330e-05  Fx2: -3.36959e-08   Fy2: -8.15020e-08   Fz2: 1.18192e-06  Fx3: -1.35228e-07   Fy3: -2.71598e-07   Fz3: 2.02305e-05 
t: 2.96999e-06   Fx1: 2.48033e-07   Fy1: 3.44411e-06   Fz1: -1.83772e-06  Fx2: 6.10243e-08   Fy2: 3.05612e-09   Fz2: 8.17745e-07  Fx3: -1.63148e-07   Fy3: -3.34240e-07   Fz3: 1.98827e-05 
t: 2.97999e-06   Fx1: -1.01694e-06   Fy1: -1.00203e-06   Fz1: -6.37374e-08  Fx2: 7.66873e-08   Fy2: -4.22422e-08   Fz2: 1.97114e-06  Fx3: -1.27075e-07   Fy3: -4.42117e-07   Fz3: 1.90042e-05 
t: 2.98999e-06   Fx1: 2.77172e-06   Fy1: 2.70678e-06   Fz1: 1.82310e-05  Fx2: -3.39714e-08   Fy2: 2.21171e-08   Fz2: -1.97672e-06  Fx3: -1.31356e-07   Fy3: -4.12545e-07   Fz3: 1.85401e-05 
t: 2.99999e-06   Fx1: -1.43452e-06   Fy1: 1.12028e-06   Fz1: 4.48856e-05  Fx2: -1.40381e-08   Fy2: 4.10723e-08   Fz2: -5.82378e-07  Fx3: -1.10111e-07   Fy3: -2.81512e-07   Fz3: 1.88014e-05 
t: 3.00999e-06   Fx1: 3.46235e-07   Fy1: 2.61136e-06   Fz1: 7.17912e-06  Fx2: -7.80260e-09   Fy2: 6.83347e-08   Fz2: -7.03457e-07  Fx3: -7.85367e-08   Fy3: -1.86354e-07   Fz3: 1.91163e-05 
t: 3.01999e-06   Fx1: 7.86031e-07   Fy1: -8.47890e-07   Fz1: 8.97226e-06  Fx2: -5.65661e-08   Fy2: -4.48712e-08   Fz2: -3.70000e-07  Fx3: -9.58683e-08   Fy3: -2.21514e-07   Fz3: 1.96462e-05 
t: 3.02999e-06   Fx1: -7.11840e-07   Fy1: -9.01523e-07   Fz1: -2.03725e-05  Fx2: -6.15474e-08   Fy2: 3.88655e-09   Fz2: -8.59883e-07  Fx3: -5.91813e-08   Fy3: -1.38876e-07   Fz3: 1.96455e-05 
t: 3.03999e-06   Fx1: -1.40276e-06   Fy1: 3.99419e-07   Fz1: 2.54153e-05  Fx2: -8.33391e-09   Fy2: -2.29309e-08   Fz2: -5.45378e-07  Fx3: -4.76589e-08   Fy3: -1.28209e-08   Fz3: 2.05913e-05 
t: 3.04999e-06   Fx1: 3.60551e-06   Fy1: 7.09901e-07   Fz1: 1.32820e-05  Fx2: -8.10459e-08   Fy2: -7.73413e-09   Fz2: -1.69335e-06  Fx3: -8.37876e-08   Fy3: 1.32663e-08   Fz3: 2.00211e-05 
t: 3.05999e-06   Fx1: -2.46191e-07   Fy1: 7.93722e-08   Fz1: 3.50244e-05  Fx2: -3.03603e-08   Fy2: 4.30263e-08   Fz2: 1.06374e-06  Fx3: -1.39345e-07   Fy3: -7.55729e-08   Fz3: 1.98646e-05 
t: 3.06999e-06   Fx1: 6.45594e-07   Fy1: -3.75346e-07   Fz1: 3.26135e-05  Fx2: -4.93682e-09   Fy2: 3.27630e-08   Fz2: 9.42484e-07  Fx3: -1.31653e-07   Fy3: -6.41809e-08   Fz3: 2.02292e-05 
t: 3.07999e-06   Fx1: -5.83667e-07   Fy1: 9.21815e-07   Fz1: -2.18103e-05  Fx2: -3.77920e-08   Fy2: 1.41139e-08   Fz2: 1.17352e-08  Fx3: -1.07693e-07   Fy3: 5.38722e-08   Fz3: 2.12285e-05 
t: 3.08999e-06   Fx1: 2.36577e-06   Fy1: -1.00623e-06   Fz1: 9.53895e-06  Fx2: 1.95496e-08   Fy2: -1.32216e-07   Fz2: -8.76149e-07  Fx3: -1.37964e-07   Fy3: 4.67826e-08   Fz3: 2.13872e-05 
t: 3.09999e-06   Fx1: -1.67880e-06   Fy1: -1.04662e-06   Fz1: 4.02809e-06  Fx2: -9.25005e-08   Fy2: 6.33894e-08   Fz2: 1.85729e-07  Fx3: -1.76483e-07   Fy3: -1.70636e-07   Fz3: 2.08921e-05 
t: 3.10999e-06   Fx1: 3.15989e-07   Fy1: 8.44568e-07   Fz1: 8.68825e-07  Fx2: 6.42715e-08   Fy2: -6.40350e-09   Fz2: -5.36583e-07  Fx3: -2.36241e-07   Fy3: -3.15634e-07   Fz3: 2.11054e-05 
t: 3.11999e-06   Fx1: -3.15413e-07   Fy1: -1.23593e-06   Fz1: 4.27784e-06  Fx2: 2.91501e-08   Fy2: -1.05668e-07   Fz2: -9.33134e-08  Fx3: -1.40426e-07   Fy3: -3.27312e-07   Fz3: 2.17712e-05 
t: 3.12999e-06   Fx1: -8.76778e-07   Fy1: 1.76871e-06   Fz1: 2.77100e-05  Fx2: -2.25412e-09   Fy2: 7.59624e-09   Fz2: 5.54137e-07  Fx3: -1.40885e-07   Fy3: -4.65570e-07   Fz3: 2.21059e-05 
t: 3.13999e-06   Fx1: -6.84547e-07   Fy1: -8.53100e-07   Fz1: 4.13177e-05  Fx2: 2.17577e-08   Fy2: -1.99525e-08   Fz2: -1.68145e-06  Fx3: -3.40423e-08   Fy3: -2.85480e-07   Fz3: 2.06391e-05 
t: 3.14999e-06   Fx1: 5.62906e-08   Fy1: 1.09660e-06   Fz1: 4.58815e-05  Fx2: 5.74680e-08   Fy2: 8.24378e-09   Fz2: -1.42696e-06  Fx3: -2.91692e-08   Fy3: 1.86603e-08   Fz3: 1.98418e-05 
t: 3.15999e-06   Fx1: -2.06167e-06   Fy1: -1.05914e-06   Fz1: 4.06959e-05  Fx2: -4.63838e-08   Fy2: 1.21649e-08   Fz2: -4.10569e-07  Fx3: -2.12274e-07   Fy3: 5.20193e-08   Fz3: 2.06105e-05 
t: 3.16999e-06   Fx1: 1.30722e-06   Fy1: -3.22105e-06   Fz1: -2.61680e-05  Fx2: -3.06036e-09   Fy2: 2.67417e-08   Fz2: 9.73060e-08  Fx3: -1.26396e-07   Fy3: -1.42144e-08   Fz3: 2.07835e-05 
t: 3.17999e-06   Fx1: -3.39248e-06   Fy1: -3.29658e-06   Fz1: 1.14940e-05  Fx2: -1.89216e-08   Fy2: 5.85006e-08   Fz2: 5.32494e-07  Fx3: -6.92451e-08   Fy3: -7.71433e-08   Fz3: 2.06136e-05 
t: 3.18999e-06   Fx1: 6.07220e-07   Fy1: 3.47417e-08   Fz1: 8.77980e-05  Fx2: -5.01550e-08   Fy2: -4.57510e-08   Fz2: -1.13938e-06  Fx3: -5.92571e-08   Fy3: -9.57214e-08   Fz3: 2.07872e-05 
t: 3.19999e-06   Fx1: 1.18708e-06   Fy1: 3.22167e-06   Fz1: 3.92351e-05  Fx2: 4.97846e-08   Fy2: -1.99948e-08   Fz2: -2.65916e-06  Fx3: -6.46516e-08   Fy3: -9.43298e-08   Fz3: 2.17965e-05 
t: 3.20999e-06   Fx1: -5.05501e-07   Fy1: -1.01412e-06   Fz1: 2.83183e-06  Fx2: -1.65067e-07   Fy2: 5.99909e-08   Fz2: -1.03267e-06  Fx3: -7.59653e-08   Fy3: -7.72243e-08   Fz3: 2.16563e-05 
t: 3.21999e-06   Fx1: 2.73973e-06   Fy1: -1.84354e-06   Fz1: 4.98806e-05  Fx2: -6.00952e-09   Fy2: 2.57441e-08   Fz2: -1.07038e-06  Fx3: -1.87291e-07   Fy3: -1.30058e-07   Fz3: 2.18914e-05 
t: 3.22999e-06   Fx1: 1.88318e-06   Fy1: -9.39973e-07   Fz1: 2.59252e-05  Fx2: 7.93117e-08   Fy2: -3.17220e-08   Fz2: -5.81797e-07  Fx3: -1.71474e-07   Fy3: -1.74395e-07   Fz3: 2.10247e-05 
t: 3.23999e-06   Fx1: -1.95995e-06   Fy1: 1.00328e-06   Fz1: -5.17334e-06  Fx2: 1.88026e-08   Fy2: -6.76144e-08   Fz2: 3.18857e-09  Fx3: -3.04783e-07   Fy3: -1.60998e-07   Fz3: 1.99079e-05 
t: 3.24999e-06   Fx1: -4.90945e-07   Fy1: -4.93550e-07   Fz1: 5.15892e-05  Fx2: 5.61512e-09   Fy2: 1.10395e-07   Fz2: -3.22950e-07  Fx3: -1.81277e-07   Fy3: -1.55482e-07   Fz3: 1.95953e-05 
t: 3.25999e-06   Fx1: -2.07171e-06   Fy1: -5.86156e-07   Fz1: 9.25810e-05  Fx2: 4.97009e-08   Fy2: -1.37706e-10   Fz2: -6.42141e-07  Fx3: -1.93534e-07   Fy3: -1.75317e-07   Fz3: 2.01344e-05 
t: 3.26999e-06   Fx1: 1.59533e-06   Fy1: 2.56168e-07   Fz1: 3.03567e-05  Fx2: 7.04400e-08   Fy2: -5.34741e-08   Fz2: -8.79348e-07  Fx3: -3.02866e-07   Fy3: -1.19408e-07   Fz3: 2.02440e-05 
t: 3.27999e-06   Fx1: 2.34899e-06   Fy1: -2.62921e-07   Fz1: 3.08124e-05  Fx2: 8.97878e-08   Fy2: -7.44716e-08   Fz2: 2.23004e-07  Fx3: -2.83636e-07   Fy3: -1.15228e-07   Fz3: 2.10087e-05 
t: 3.28999e-06   Fx1: 4.56566e-07   Fy1: -1.19772e-07   Fz1: 4.24082e-05  Fx2: -7.52829e-08   Fy2: -2.98845e-08   Fz2: 7.19793e-07  Fx3: -1.39097e-07   Fy3: -1.65544e-07   Fz3: 2.04449e-05 
t: 3.29999e-06   Fx1: -7.62600e-07   Fy1: 1.38681e-06   Fz1: 5.61856e-05  Fx2: 3.29697e-08   Fy2: -6.54359e-08   Fz2: 1.59031e-06  Fx3: -1.23207e-07   Fy3: -1.11717e-07   Fz3: 2.04608e-05 
t: 3.30999e-06   Fx1: 6.23592e-07   Fy1: 1.96703e-06   Fz1: 4.90163e-05  Fx2: -4.94157e-08   Fy2: 5.15399e-08   Fz2: 1.13436e-06  Fx3: -1.02396e-07   Fy3: -8.73593e-08   Fz3: 2.06745e-05 
t: 3.31999e-06   Fx1: -3.52945e-07   Fy1: 3.03421e-07   Fz1: 3.47209e-05  Fx2: -4.73794e-08   Fy2: -5.57992e-08   Fz2: -1.82534e-06  Fx3: -3.40410e-08   Fy3: -1.29240e-07   Fz3: 2.02066e-05 
t: 3.32999e-06   Fx1: 4.81761e-07   Fy1: -1.21972e-06   Fz1: 3.71885e-05  Fx2: -4.59751e-08   Fy2: -2.14366e-09   Fz2: -3.64877e-07  Fx3: -7.28626e-08   Fy3: -8.24120e-08   Fz3: 1.97647e-05 
t: 3.33999e-06   Fx1: 8.85892e-07   Fy1: -3.50083e-07   Fz1: -3.55778e-05  Fx2: 5.20740e-08   Fy2: 3.33245e-08   Fz2: -7.24396e-07  Fx3: -2.07474e-08   Fy3: -2.69670e-07   Fz3: 1.98885e-05 
t: 3.34999e-06   Fx1: -1.96773e-06   Fy1: -4.20889e-07   Fz1: 7.92109e-06  Fx2: 1.82310e-08   Fy2: 8.25679e-09   Fz2: -9.29267e-07  Fx3: -5.74764e-08   Fy3: -3.04482e-07   Fz3: 2.03376e-05 
t: 3.35999e-06   Fx1: -9.62066e-07   Fy1: 4.58469e-08   Fz1: 9.90194e-06  Fx2: 9.67690e-09   Fy2: -6.09259e-09   Fz2: -1.05582e-06  Fx3: -1.14686e-07   Fy3: -3.01628e-07   Fz3: 2.06520e-05 
t: 3.36999e-06   Fx1: 1.83168e-06   Fy1: 1.96009e-06   Fz1: 8.45312e-05  Fx2: 6.00044e-08   Fy2: 2.42845e-08   Fz2: -5.09068e-07  Fx3: -9.53306e-08   Fy3: -3.00714e-07   Fz3: 2.01100e-05 
t: 3.37999e-06   Fx1: 1.62543e-06   Fy1: -8.07431e-07   Fz1: 7.48333e-05  Fx2: 4.39376e-08   Fy2: -1.68335e-08   Fz2: -1.25725e-06  Fx3: -1.22339e-07   Fy3: -2.85092e-07   Fz3: 2.03139e-05 
t: 3.38999e-06   Fx1: -3.22673e-06   Fy1: -2.03247e-06   Fz1: 4.93341e-05  Fx2: -1.46292e-07   Fy2: -8.26663e-08   Fz2: -2.33164e-06  Fx3: -2.09305e-07   Fy3: -2.57829e-07   Fz3: 1.92557e-05 
t: 3.39999e-06   Fx1: -1.15240e-06   Fy1: -1.64328e-06   Fz1: 3.87369e-05  Fx2: -6.04316e-08   Fy2: 6.22591e-08   Fz2: 3.09348e-07  Fx3: -3.43983e-07   Fy3: -2.21526e-07   Fz3: 1.93139e-05 
t: 3.40999e-06   Fx1: 2.12220e-06   Fy1: -1.19648e-06   Fz1: 2.58532e-05  Fx2: 2.31943e-08   Fy2: 6.20245e-08   Fz2: -1.56589e-06  Fx3: -1.80466e-07   Fy3: -1.78415e-07   Fz3: 2.02978e-05 
t: 3.41999e-06   Fx1: -8.18353e-07   Fy1: -1.88222e-06   Fz1: 1.02446e-04  Fx2: -4.07668e-09   Fy2: 3.87856e-09   Fz2: 1.66036e-06  Fx3: -1.68733e-07   Fy3: -2.33536e-07   Fz3: 2.06469e-05 
t: 3.42999e-06   Fx1: -1.06049e-06   Fy1: 7.75831e-07   Fz1: 3.85947e-05  Fx2: 4.20975e-08   Fy2: 1.32188e-08   Fz2: -1.13772e-06  Fx3: -1.73181e-07   Fy3: -2.44222e-07   Fz3: 2.16924e-05 
t: 3.43999e-06   Fx1: -9.48290e-07   Fy1: -9.55821e-07   Fz1: -1.44105e-05  Fx2: 8.97317e-09   Fy2: 4.67586e-10   Fz2: 1.24952e-06  Fx3: -4.20155e-07   Fy3: -2.12564e-07   Fz3: 2.18481e-05 
t: 3.44999e-06   Fx1: -3.47464e-07   Fy1: 3.80093e-06   Fz1: 5.16634e-05  Fx2: 2.25129e-08   Fy2: -9.77550e-09   Fz2: -8.01717e-07  Fx3: -2.25727e-07   Fy3: -1.65790e-07   Fz3: 2.07395e-05 
t: 3.45999e-06   Fx1: 1.12315e-06   Fy1: -1.44411e-06   Fz1: 5.25467e-05  Fx2: -1.51528e-09   Fy2: -6.26898e-08   Fz2: -2.76966e-07  Fx3: -2.65114e-07   Fy3: -1.89601e-07   Fz3: 2.02498e-05 
t: 3.46999e-06   Fx1: -2.41390e-06   Fy1: -1.14970e-06   Fz1: 9.31275e-07  Fx2: -8.33045e-09   Fy2: -5.99037e-08   Fz2: 1.14478e-07  Fx3: -2.49069e-07   Fy3: -2.87054e-07   Fz3: 1.97895e-05 
t: 3.47999e-06   Fx1: -9.69450e-07   Fy1: -4.28877e-07   Fz1: 6.98615e-05  Fx2: 6.96836e-08   Fy2: 3.32364e-08   Fz2: -9.24177e-07  Fx3: -1.53512e-07   Fy3: -2.13654e-07   Fz3: 2.02731e-05 
t: 3.48999e-06   Fx1: 2.33076e-06   Fy1: -7.07600e-07   Fz1: 1.24560e-05  Fx2: 1.44480e-08   Fy2: 2.36697e-08   Fz2: -4.45156e-07  Fx3: -1.63441e-07   Fy3: -1.43198e-07   Fz3: 2.09368e-05 
t: 3.49998e-06   Fx1: 1.06897e-06   Fy1: 1.55430e-06   Fz1: 1.42822e-05  Fx2: 4.15110e-08   Fy2: 4.53496e-08   Fz2: 1.57286e-07  Fx3: -6.55707e-08   Fy3: -1.17903e-07   Fz3: 2.05743e-05 
t: 3.50999e-06   Fx1: 9.99897e-07   Fy1: -1.15213e-06   Fz1: 1.70466e-05  Fx2: 8.40787e-08   Fy2: -1.67511e-08   Fz2: 7.14821e-07  Fx3: -5.67085e-08   Fy3: -1.78840e-07   Fz3: 2.13307e-05 
t: 3.51999e-06   Fx1: 4.43027e-08   Fy1: 2.11176e-07   Fz1: 4.91265e-05  Fx2: -5.52870e-08   Fy2: -4.30936e-08   Fz2: 1.06548e-06  Fx3: -1.08362e-07   Fy3: -2.44438e-07   Fz3: 2.12406e-05 
t: 3.52999e-06   Fx1: -1.68993e-06   Fy1: 7.56080e-07   Fz1: 2.66856e-05  Fx2: -1.55416e-09   Fy2: -3.72729e-08   Fz2: 8.68283e-07  Fx3: -1.92505e-07   Fy3: -1.53479e-07   Fz3: 2.15385e-05 
t: 3.53999e-06   Fx1: -2.39687e-07   Fy1: -2.31492e-07   Fz1: 1.82754e-05  Fx2: -4.23808e-08   Fy2: 4.08208e-08   Fz2: 1.31766e-06  Fx3: -1.39041e-07   Fy3: -9.51506e-08   Fz3: 2.18168e-05 
t: 3.54998e-06   Fx1: -1.32268e-06   Fy1: 2.23430e-06   Fz1: 3.85471e-05  Fx2: -1.47732e-08   Fy2: 2.67673e-08   Fz2: -9.66901e-07  Fx3: -1.92852e-07   Fy3: -1.14637e-07   Fz3: 2.18873e-05 
t: 3.55998e-06   Fx1: -1.78520e-06   Fy1: -1.65074e-06   Fz1: 4.01694e-05  Fx2: 1.51162e-08   Fy2: -7.66086e-09   Fz2: -1.81887e-07  Fx3: -1.90640e-07   Fy3: -3.09482e-07   Fz3: 2.17462e-05 
t: 3.56999e-06   Fx1: -9.57539e-07   Fy1: 1.03690e-06   Fz1: -1.45520e-05  Fx2: -1.58262e-08   Fy2: 2.73387e-09   Fz2: -3.58734e-07  Fx3: -1.92839e-07   Fy3: -2.48642e-07   Fz3: 2.18663e-05 
t: 3.57999e-06   Fx1: 3.45530e-07   Fy1: -6.32414e-08   Fz1: 4.95345e-05  Fx2: 5.26391e-09   Fy2: 4.96871e-09   Fz2: -3.14166e-07  Fx3: -2.00791e-07   Fy3: -2.02573e-07   Fz3: 2.15588e-05 
t: 3.58999e-06   Fx1: 8.20407e-07   Fy1: 3.57966e-07   Fz1: 5.65843e-05  Fx2: -2.10880e-08   Fy2: -7.49119e-08   Fz2: -1.37858e-06  Fx3: -2.68328e-07   Fy3: -2.58734e-07   Fz3: 2.12604e-05 
t: 3.59998e-06   Fx1: 8.61771e-07   Fy1: 2.64821e-06   Fz1: 7.94646e-05  Fx2: 4.99568e-08   Fy2: 1.07376e-08   Fz2: -7.22133e-07  Fx3: -5.38701e-07   Fy3: -2.34903e-07   Fz3: 2.15301e-05 
t: 3.60998e-06   Fx1: -2.03491e-07   Fy1: -9.61463e-07   Fz1: -1.48540e-05  Fx2: 4.85451e-08   Fy2: -2.92123e-08   Fz2: -6.71652e-07  Fx3: -2.73618e-08   Fy3: -9.56425e-08   Fz3: 2.08212e-05 
t: 3.61999e-06   Fx1: -1.82367e-06   Fy1: -6.77590e-07   Fz1: -3.75745e-07  Fx2: 2.40480e-09   Fy2: 5.69571e-08   Fz2: 1.40708e-06  Fx3: -1.32492e-07   Fy3: -1.11541e-07   Fz3: 2.06713e-05 
t: 3.62999e-06   Fx1: -2.70324e-07   Fy1: 3.96761e-07   Fz1: 5.08451e-05  Fx2: 3.40860e-09   Fy2: -4.72585e-08   Fz2: 4.86104e-08  Fx3: -1.48636e-07   Fy3: -1.48096e-07   Fz3: 2.17688e-05 
t: 3.63999e-06   Fx1: -1.95314e-07   Fy1: -9.71696e-08   Fz1: 3.02742e-05  Fx2: -5.64397e-08   Fy2: 2.90565e-08   Fz2: -1.74910e-06  Fx3: -1.16224e-07   Fy3: -2.59417e-07   Fz3: 2.16332e-05 
t: 3.64999e-06   Fx1: -2.21631e-06   Fy1: -1.31017e-06   Fz1: 1.36338e-05  Fx2: 2.59221e-08   Fy2: 1.59799e-08   Fz2: -6.81134e-07  Fx3: -1.56299e-07   Fy3: -2.43062e-07   Fz3: 2.18732e-05 
t: 3.65998e-06   Fx1: -7.54376e-07   Fy1: -1.47734e-06   Fz1: 6.36852e-05  Fx2: 3.99651e-08   Fy2: -1.10269e-09   Fz2: -1.73891e-06  Fx3: -1.47367e-07   Fy3: -1.98684e-07   Fz3: 2.08583e-05 
t: 3.66998e-06   Fx1: 1.76554e-07   Fy1: 8.17314e-07   Fz1: 3.14561e-05  Fx2: 2.85144e-08   Fy2: 4.79677e-08   Fz2: -1.56864e-06  Fx3: -1.15711e-07   Fy3: -2.01613e-07   Fz3: 1.91697e-05 
t: 3.67999e-06   Fx1: 1.69068e-06   Fy1: 3.32923e-07   Fz1: 3.88998e-05  Fx2: -3.79118e-08   Fy2: -4.30253e-09   Fz2: 5.66505e-07  Fx3: -1.00303e-07   Fy3: -2.50813e-07   Fz3: 1.88450e-05 
t: 3.68999e-06   Fx1: -5.93171e-07   Fy1: 9.75106e-07   Fz1: 4.34047e-05  Fx2: 6.76064e-09   Fy2: 3.63988e-08   Fz2: -1.27028e-06  Fx3: -1.08676e-07   Fy3: -1.79346e-07   Fz3: 1.79840e-05 
t: 3.69999e-06   Fx1: -9.16142e-07   Fy1: -7.63046e-07   Fz1: 4.19889e-05  Fx2: 8.08040e-08   Fy2: 2.43905e-08   Fz2: 8.50244e-07  Fx3: -9.37047e-08   Fy3: -1.16523e-07   Fz3: 1.90347e-05 
t: 3.70998e-06   Fx1: 1.82100e-06   Fy1: 1.65972e-06   Fz1: 5.07127e-05  Fx2: 1.76586e-08   Fy2: -3.52967e-08   Fz2: 9.22226e-07  Fx3: -1.06395e-07   Fy3: -1.47802e-07   Fz3: 1.87003e-05 
t: 3.71998e-06   Fx1: 4.39422e-08   Fy1: -6.82026e-07   Fz1: 1.78767e-05  Fx2: 3.56676e-09   Fy2: -2.76661e-08   Fz2: 9.35972e-07  Fx3: -9.84475e-08   Fy3: -2.42496e-07   Fz3: 1.90624e-05 
t: 3.72998e-06   Fx1: 1.73279e-06   Fy1: 1.86324e-07   Fz1: 4.55158e-05  Fx2: 6.03744e-08   Fy2: 1.45938e-09   Fz2: 8.65123e-08  Fx3: -1.59797e-09   Fy3: -1.35612e-07   Fz3: 2.00459e-05 
t: 3.73999e-06   Fx1: 4.28887e-07   Fy1: 2.48003e-06   Fz1: 3.74590e-05  Fx2: 4.70956e-08   Fy2: 3.91847e-08   Fz2: -2.44543e-07  Fx3: 3.09549e-08   Fy3: -1.30367e-07   Fz3: 2.06497e-05 
t: 3.74999e-06   Fx1: 1.17210e-06   Fy1: 1.42019e-06   Fz1: 3.05801e-05  Fx2: -5.27986e-08   Fy2: -4.83493e-08   Fz2: -7.27008e-08  Fx3: -5.09134e-08   Fy3: -1.04582e-07   Fz3: 2.08770e-05 
t: 3.75998e-06   Fx1: 1.69573e-06   Fy1: 1.18158e-06   Fz1: -2.03247e-05  Fx2: -2.07436e-08   Fy2: 3.08199e-08   Fz2: 2.35289e-07  Fx3: -1.89716e-07   Fy3: -1.08190e-07   Fz3: 2.06005e-05 
t: 3.76998e-06   Fx1: 7.35045e-08   Fy1: -7.75312e-07   Fz1: 5.33433e-05  Fx2: 2.30865e-08   Fy2: 2.40586e-08   Fz2: -4.80328e-07  Fx3: -2.13797e-07   Fy3: -1.24038e-07   Fz3: 2.10728e-05 
t: 3.77998e-06   Fx1: -1.65790e-06   Fy1: 3.19157e-06   Fz1: 4.03304e-05  Fx2: -1.59783e-08   Fy2: 5.16722e-08   Fz2: -9.31530e-07  Fx3: -2.49843e-07   Fy3: -1.42319e-07   Fz3: 2.10529e-05 
t: 3.78998e-06   Fx1: 1.76824e-06   Fy1: 6.49027e-07   Fz1: 4.82904e-05  Fx2: -4.08436e-08   Fy2: 5.59604e-08   Fz2: 5.32757e-07  Fx3: -2.62054e-07   Fy3: -1.46835e-07   Fz3: 2.06866e-05 
t: 3.79999e-06   Fx1: -4.70477e-08   Fy1: 3.83035e-07   Fz1: 2.70701e-05  Fx2: -1.14153e-08   Fy2: -4.14054e-08   Fz2: 4.24100e-07  Fx3: -1.78700e-07   Fy3: -2.49284e-07   Fz3: 2.10210e-05 
t: 3.80998e-06   Fx1: -6.24416e-07   Fy1: 1.02022e-06   Fz1: 7.42212e-05  Fx2: 6.40218e-08   Fy2: -4.29130e-08   Fz2: -4.86057e-07  Fx3: -2.01491e-07   Fy3: -2.53114e-07   Fz3: 2.06755e-05 
t: 3.81998e-06   Fx1: -1.20226e-06   Fy1: 2.42959e-07   Fz1: 1.27598e-05  Fx2: 2.85715e-08   Fy2: 6.24317e-08   Fz2: 1.89885e-07  Fx3: -2.85012e-07   Fy3: -2.73012e-07   Fz3: 2.16725e-05 
t: 3.82998e-06   Fx1: 7.52961e-07   Fy1: -7.98121e-07   Fz1: 5.13169e-05  Fx2: -2.96434e-08   Fy2: -3.15936e-08   Fz2: -6.27096e-08  Fx3: -1.50407e-07   Fy3: -2.83145e-07   Fz3: 2.10993e-05 
t: 3.83998e-06   Fx1: 1.30934e-06   Fy1: 1.02614e-06   Fz1: 2.91121e-05  Fx2: -1.61493e-08   Fy2: -1.27764e-08   Fz2: -2.63632e-06  Fx3: 8.32534e-08   Fy3: -2.74834e-07   Fz3: 2.06513e-05 
t: 3.84998e-06   Fx1: 8.37487e-07   Fy1: 1.63022e-07   Fz1: 2.50337e-05  Fx2: 1.59205e-08   Fy2: 7.18842e-08   Fz2: 1.20305e-06  Fx3: -1.43173e-07   Fy3: -2.68026e-07   Fz3: 2.05455e-05 
t: 3.85998e-06   Fx1: -3.33678e-07   Fy1: 2.21111e-06   Fz1: 3.32465e-05  Fx2: -6.86347e-08   Fy2: -1.33921e-08   Fz2: 4.52295e-07  Fx3: -2.16978e-07   Fy3: -2.50597e-07   Fz3: 2.05596e-05 
t: 3.86998e-06   Fx1: -4.96539e-07   Fy1: 1.24963e-07   Fz1: 5.81787e-05  Fx2: 1.08519e-08   Fy2: 8.34402e-08   Fz2: 1.31959e-07  Fx3: -2.82933e-07   Fy3: -1.20583e-07   Fz3: 2.14578e-05 
t: 3.87998e-06   Fx1: -8.40460e-07   Fy1: -3.22183e-07   Fz1: 2.12236e-05  Fx2: -7.44281e-08   Fy2: -6.45105e-10   Fz2: -2.78603e-07  Fx3: -2.82434e-07   Fy3: 6.05598e-08   Fz3: 2.08287e-05 
